,opn,high,low,close,volume,epochDate,date
0,272.44,272.97,272.07,272.14,7284581.0,1541428200000,2018-11-05 06:30:00-08:00
1,272.16,272.24,271.35,271.78,5371243.0,1541430000000,2018-11-05 07:00:00-08:00
2,271.78,272.95,271.77,272.87,4762125.0,1541431800000,2018-11-05 07:30:00-08:00
3,272.86,273.08,272.34,272.35,3187584.0,1541433600000,2018-11-05 08:00:00-08:00
4,272.37,272.86,272.06,272.76,2419617.0,1541435400000,2018-11-05 08:30:00-08:00
5,272.7598,272.86,272.31,272.53,1815198.0,1541437200000,2018-11-05 09:00:00-08:00
6,272.52,272.61,272.07,272.285,2880111.0,1541439000000,2018-11-05 09:30:00-08:00
7,272.28,272.58,272.16,272.4783,2809386.0,1541440800000,2018-11-05 10:00:00-08:00
8,272.48,273.0,272.38,272.86,2981090.0,1541442600000,2018-11-05 10:30:00-08:00
9,272.8715,273.67,272.64,273.635,5242569.0,1541444400000,2018-11-05 11:00:00-08:00
10,273.63,274.01,273.37,273.75,3273782.0,1541446200000,2018-11-05 11:30:00-08:00
11,273.74,273.94,272.88,273.3101,5215248.0,1541448000000,2018-11-05 12:00:00-08:00
12,273.32,273.65,273.03,273.43,7129432.0,1541449800000,2018-11-05 12:30:00-08:00
13,273.32,274.82,273.25,274.6,5656419.0,1541514600000,2018-11-06 06:30:00-08:00
14,274.59,274.6601,274.17,274.28,3304507.0,1541516400000,2018-11-06 07:00:00-08:00
15,274.26,274.5481,273.86,274.39,2698486.0,1541518200000,2018-11-06 07:30:00-08:00
16,274.4,274.76,274.03,274.21,2669040.0,1541520000000,2018-11-06 08:00:00-08:00
17,274.22,274.53,273.92,274.39,2548885.0,1541521800000,2018-11-06 08:30:00-08:00
18,274.42,274.73,274.25,274.54,2187635.0,1541523600000,2018-11-06 09:00:00-08:00
19,274.55,274.99,274.5,274.71,2157211.0,1541525400000,2018-11-06 09:30:00-08:00
20,274.72,274.91,274.6,274.6001,1835087.0,1541527200000,2018-11-06 10:00:00-08:00
21,274.6077,274.82,274.525,274.72,1833018.0,1541529000000,2018-11-06 10:30:00-08:00
22,274.71,274.74,273.47,273.62,4516084.0,1541530800000,2018-11-06 11:00:00-08:00
23,273.62,274.18,273.45,273.96,4098830.0,1541532600000,2018-11-06 11:30:00-08:00
24,273.96,274.58,273.74,274.37,3857020.0,1541534400000,2018-11-06 12:00:00-08:00
25,274.38,275.3,274.0,275.11,12292721.0,1541536200000,2018-11-06 12:30:00-08:00
26,277.56,278.4,277.37,277.41,11213567.0,1541601000000,2018-11-07 06:30:00-08:00
27,277.4001,278.04,277.08,277.9659,7207515.0,1541602800000,2018-11-07 07:00:00-08:00
28,277.96,278.92,277.94,278.56,8370983.0,1541604600000,2018-11-07 07:30:00-08:00
29,278.56,278.96,278.36,278.5,5007303.0,1541606400000,2018-11-07 08:00:00-08:00
30,278.5,279.43,278.5,279.38,4376712.0,1541608200000,2018-11-07 08:30:00-08:00
31,279.39,279.5,279.13,279.13,3512493.0,1541610000000,2018-11-07 09:00:00-08:00
32,279.14,279.63,279.09,279.53,3094221.0,1541611800000,2018-11-07 09:30:00-08:00
33,279.54,279.76,279.42,279.64,3195891.0,1541613600000,2018-11-07 10:00:00-08:00
34,279.64,279.73,279.0,279.24,2959031.0,1541615400000,2018-11-07 10:30:00-08:00
35,279.24,280.05,279.21,279.98,4889291.0,1541617200000,2018-11-07 11:00:00-08:00
36,279.98,280.41,279.69,280.07,5679545.0,1541619000000,2018-11-07 11:30:00-08:00
37,280.07,280.68,280.01,280.64,5198488.0,1541620800000,2018-11-07 12:00:00-08:00
38,280.6425,281.1,280.34,280.92,20222390.0,1541622600000,2018-11-07 12:30:00-08:00
39,280.11,280.9898,280.0785,280.9,7731075.0,1541687400000,2018-11-08 06:30:00-08:00
40,280.9,281.0,280.14,280.3,4859941.0,1541689200000,2018-11-08 07:00:00-08:00
41,280.3,280.79,280.22,280.72,3764687.0,1541691000000,2018-11-08 07:30:00-08:00
42,280.72,280.95,280.41,280.68,2151377.0,1541692800000,2018-11-08 08:00:00-08:00
43,280.68,281.14,280.66,280.94,2429341.0,1541694600000,2018-11-08 08:30:00-08:00
44,280.94,281.22,280.82,280.87,2023753.0,1541696400000,2018-11-08 09:00:00-08:00
45,280.86,281.0699,280.6116,280.63,1833011.0,1541698200000,2018-11-08 09:30:00-08:00
46,280.6399,280.76,280.18,280.18,1767241.0,1541700000000,2018-11-08 10:00:00-08:00
47,280.17,280.5262,280.09,280.4975,3126469.0,1541701800000,2018-11-08 10:30:00-08:00
48,280.5,280.92,279.8,279.9736,5995721.0,1541703600000,2018-11-08 11:00:00-08:00
49,279.97,280.0576,279.22,279.84,5792912.0,1541705400000,2018-11-08 11:30:00-08:00
50,279.84,280.26,279.43,279.68,4366750.0,1541707200000,2018-11-08 12:00:00-08:00
51,279.69,280.44,279.34,280.44,9216551.0,1541709000000,2018-11-08 12:30:00-08:00
52,279.03,279.24,278.11,278.43,8150324.0,1541773800000,2018-11-09 06:30:00-08:00
53,278.4301,278.66,277.53,278.3485,7006588.0,1541775600000,2018-11-09 07:00:00-08:00
54,278.35,278.59,277.75,277.96,4334499.0,1541777400000,2018-11-09 07:30:00-08:00
55,277.97,278.31,277.45,278.0479,3997719.0,1541779200000,2018-11-09 08:00:00-08:00
56,278.04,278.31,276.98,277.14,5632269.0,1541781000000,2018-11-09 08:30:00-08:00
57,277.14,277.5729,276.81,277.16,5129015.0,1541782800000,2018-11-09 09:00:00-08:00
58,277.17,277.76,277.03,277.285,3363251.0,1541784600000,2018-11-09 09:30:00-08:00
59,277.29,277.445,276.89,277.12,3538702.0,1541786400000,2018-11-09 10:00:00-08:00
60,277.12,277.1201,276.52,276.74,4002739.0,1541788200000,2018-11-09 10:30:00-08:00
61,276.73,277.11,276.18,276.325,4797224.0,1541790000000,2018-11-09 11:00:00-08:00
62,276.325,277.99,276.32,277.5699,7914203.0,1541791800000,2018-11-09 11:30:00-08:00
63,277.565,278.555,277.41,278.27,8710391.0,1541793600000,2018-11-09 12:00:00-08:00
64,278.26,278.83,277.81,277.83,15580614.0,1541795400000,2018-11-09 12:30:00-08:00
65,277.19,277.46,275.55,275.61,7698661.0,1542033000000,2018-11-12 06:30:00-08:00
66,275.6101,275.94,275.11,275.77,6003574.0,1542034800000,2018-11-12 07:00:00-08:00
67,275.78,275.79,274.42,274.49,6775484.0,1542036600000,2018-11-12 07:30:00-08:00
68,274.49,274.57,273.31,273.335,6302738.0,1542038400000,2018-11-12 08:00:00-08:00
69,273.33,274.18,273.01,274.08,6915445.0,1542040200000,2018-11-12 08:30:00-08:00
70,274.07,274.64,273.97,274.22,4384209.0,1542042000000,2018-11-12 09:00:00-08:00
71,274.22,274.37,273.69,273.69,2758836.0,1542043800000,2018-11-12 09:30:00-08:00
72,273.69,273.93,273.16,273.7,3698100.0,1542045600000,2018-11-12 10:00:00-08:00
73,273.7,274.3644,273.01,273.97,4459080.0,1542047400000,2018-11-12 10:30:00-08:00
74,273.96,274.94,273.81,274.14,4926962.0,1542049200000,2018-11-12 11:00:00-08:00
75,274.1385,274.81,273.6,273.67,4821479.0,1542051000000,2018-11-12 11:30:00-08:00
76,273.67,274.16,272.9,273.75,7878553.0,1542052800000,2018-11-12 12:00:00-08:00
77,273.75,273.75,271.99,272.49,20166902.0,1542054600000,2018-11-12 12:30:00-08:00
78,273.09,274.13,273.04,273.28,8767910.0,1542119400000,2018-11-13 06:30:00-08:00
79,273.29,273.82,271.92,271.96,8540399.0,1542121200000,2018-11-13 07:00:00-08:00
80,271.96,273.52,271.73,273.41,8635167.0,1542123000000,2018-11-13 07:30:00-08:00
81,273.38,275.325,273.28,274.54,7566068.0,1542124800000,2018-11-13 08:00:00-08:00
82,274.5399,274.76,274.0001,274.24,4163413.0,1542126600000,2018-11-13 08:30:00-08:00
83,274.24,274.649,273.71,274.19,3433026.0,1542128400000,2018-11-13 09:00:00-08:00
84,274.205,274.22,272.96,273.12,4652673.0,1542130200000,2018-11-13 09:30:00-08:00
85,273.12,273.54,272.5401,272.9,4032941.0,1542132000000,2018-11-13 10:00:00-08:00
86,272.91,273.86,272.81,273.0911,3898277.0,1542133800000,2018-11-13 10:30:00-08:00
87,273.09,273.235,271.47,272.1901,5557730.0,1542135600000,2018-11-13 11:00:00-08:00
88,272.2,272.71,271.39,272.05,5967396.0,1542137400000,2018-11-13 11:30:00-08:00
89,272.07,272.88,271.36,271.91,7044151.0,1542139200000,2018-11-13 12:00:00-08:00
90,271.89,272.67,271.25,272.06,14038445.0,1542141000000,2018-11-13 12:30:00-08:00
91,274.16,274.61,273.6,274.04,7654985.0,1542205800000,2018-11-14 06:30:00-08:00
92,274.05,274.0869,272.54,272.85,5680250.0,1542207600000,2018-11-14 07:00:00-08:00
93,272.85,273.27,272.05,272.33,5654966.0,1542209400000,2018-11-14 07:30:00-08:00
94,272.33,272.34,271.05,271.33,9007923.0,1542211200000,2018-11-14 08:00:00-08:00
95,271.3301,271.46,270.35,271.38,7664278.0,1542213000000,2018-11-14 08:30:00-08:00
96,271.38,271.68,270.35,271.5,6100188.0,1542214800000,2018-11-14 09:00:00-08:00
97,271.5,274.16,270.05,270.24,6578284.0,1542216600000,2018-11-14 09:30:00-08:00
98,270.23,270.77,269.62,270.29,7190087.0,1542218400000,2018-11-14 10:00:00-08:00
99,270.27,270.461,269.0,269.51,6424825.0,1542220200000,2018-11-14 10:30:00-08:00
100,269.5,270.64,268.45,269.81,11491687.0,1542222000000,2018-11-14 11:00:00-08:00
101,269.77,271.5,269.475,271.36,8791938.0,1542223800000,2018-11-14 11:30:00-08:00
102,271.36,272.14,271.07,271.44,9328780.0,1542225600000,2018-11-14 12:00:00-08:00
103,271.45,271.63,269.53,270.14,16341443.0,1542227400000,2018-11-14 12:30:00-08:00
104,268.78,269.68,267.66,268.59,12097543.0,1542292200000,2018-11-15 06:30:00-08:00
105,268.61,269.24,268.08,268.23,8750721.0,1542294000000,2018-11-15 07:00:00-08:00
106,268.23,268.86,267.0102,268.54,10051833.0,1542295800000,2018-11-15 07:30:00-08:00
107,268.52,270.15,268.31,269.86,7790576.0,1542297600000,2018-11-15 08:00:00-08:00
108,269.855,270.77,269.73,270.415,6995753.0,1542299400000,2018-11-15 08:30:00-08:00
109,270.419,270.95,269.82,270.5299,7096989.0,1542301200000,2018-11-15 09:00:00-08:00
110,270.53,270.87,269.47,269.6836,4292066.0,1542303000000,2018-11-15 09:30:00-08:00
111,269.68,271.84,269.06,271.81,9315139.0,1542304800000,2018-11-15 10:00:00-08:00
112,271.8199,272.71,271.52,272.4525,9512693.0,1542306600000,2018-11-15 10:30:00-08:00
113,272.4515,273.15,271.96,273.01,7319290.0,1542308400000,2018-11-15 11:00:00-08:00
114,273.02,273.54,272.42,272.66,6603889.0,1542310200000,2018-11-15 11:30:00-08:00
115,272.66,273.04,271.03,271.75,14954371.0,1542312000000,2018-11-15 12:00:00-08:00
116,271.7425,273.09,271.72,273.04,13352756.0,1542313800000,2018-11-15 12:30:00-08:00
117,271.79,272.81,271.21,272.72,14882095.0,1542378600000,2018-11-16 06:30:00-08:00
118,272.695,273.19,272.2678,272.86,8351021.0,1542380400000,2018-11-16 07:00:00-08:00
119,272.86,273.95,272.77,273.23,8193284.0,1542382200000,2018-11-16 07:30:00-08:00
120,273.24,273.41,272.53,272.77,7551125.0,1542384000000,2018-11-16 08:00:00-08:00
121,272.77,272.99,272.05,272.3511,5928038.0,1542385800000,2018-11-16 08:30:00-08:00
122,272.36,272.88,272.03,272.14,3380786.0,1542387600000,2018-11-16 09:00:00-08:00
123,272.1411,274.75,271.85,273.8625,13327198.0,1542389400000,2018-11-16 09:30:00-08:00
124,273.865,274.015,272.86,273.04,5100465.0,1542391200000,2018-11-16 10:00:00-08:00
125,273.06,273.13,272.35,272.86,4791392.0,1542393000000,2018-11-16 10:30:00-08:00
126,272.8638,273.62,272.68,273.39,4651569.0,1542394800000,2018-11-16 11:00:00-08:00
127,273.4,273.92,273.4,273.83,4441336.0,1542396600000,2018-11-16 11:30:00-08:00
128,273.83,274.39,273.62,274.105,6715163.0,1542398400000,2018-11-16 12:00:00-08:00
129,274.1,274.29,273.41,273.67,18119768.0,1542400200000,2018-11-16 12:30:00-08:00
130,273.05,273.38,272.12,272.545,6784854.0,1542637800000,2018-11-19 06:30:00-08:00
131,272.53,272.55,270.92,271.2875,6139543.0,1542639600000,2018-11-19 07:00:00-08:00
132,271.29,271.88,270.55,271.588,5356836.0,1542641400000,2018-11-19 07:30:00-08:00
133,271.585,271.79,270.42,270.61,3866273.0,1542643200000,2018-11-19 08:00:00-08:00
134,270.6,270.67,269.08,269.51,6344536.0,1542645000000,2018-11-19 08:30:00-08:00
135,269.505,269.7,268.57,269.22,7367577.0,1542646800000,2018-11-19 09:00:00-08:00
136,269.21,269.76,268.68,269.54,4725928.0,1542648600000,2018-11-19 09:30:00-08:00
137,269.54,269.64,268.58,268.85,4574820.0,1542650400000,2018-11-19 10:00:00-08:00
138,268.85,269.76,268.3,268.71,6348051.0,1542652200000,2018-11-19 10:30:00-08:00
139,268.72,269.38,268.07,268.82,8030899.0,1542654000000,2018-11-19 11:00:00-08:00
140,268.81,269.66,268.34,269.465,6737505.0,1542655800000,2018-11-19 11:30:00-08:00
141,269.455,270.25,269.02,269.59,6791908.0,1542657600000,2018-11-19 12:00:00-08:00
142,269.6,269.73,268.31,269.12,13479284.0,1542659400000,2018-11-19 12:30:00-08:00
143,265.36,266.09,264.04,264.62,18891036.0,1542724200000,2018-11-20 06:30:00-08:00
144,264.6102,265.16,263.32,265.025,17005593.0,1542726000000,2018-11-20 07:00:00-08:00
145,265.025,266.8,264.7,266.61,11175651.0,1542727800000,2018-11-20 07:30:00-08:00
146,266.63,266.79,265.09,265.16,6707665.0,1542729600000,2018-11-20 08:00:00-08:00
