,tAvePos,tAveNeg,tAveNeut,dAvePos,dAveNeg,dAveNeut,Cnt
183,0.15480978041887283,1.0610901713371277,-1.1423667967319489,0.3143901824951172,1.317917838692665,-1.559641920030117,4
184,,,,,,,0
185,0.04788665970166523,2.182562510172526,-2.0336687564849854,-0.255758469303449,1.5979413986206055,-0.9173338909943899,3
186,0.9046223163604736,1.6833966970443726,-2.519810914993286,1.6180599927902222,0.5349591374397278,-2.7540812492370605,1
187,-0.2365186959505081,2.30462384223938,-1.8775209188461304,0.0817030668258667,2.311187744140625,-2.2299814224243164,1
188,,,,,,,0
189,,,,,,,0
190,-0.6159128844738007,2.420439124107361,-1.241144061088562,-0.32664320990443224,2.332779049873352,-1.6812851428985593,2
191,0.29001879692077637,1.6191767454147339,-1.831300437450409,-0.137916661798954,1.3429434299468994,-0.9023065418004989,2
192,-1.0619910955429075,2.633673906326294,-0.902558445930481,0.1807678341865539,2.1508688926696777,-2.1998891830444336,1
193,-0.26846843957901,2.471653461456299,-1.7680222988128662,0.2266974300146103,0.3930890560150146,-0.2787887752056122,1
194,0.3334145858469937,1.4603085030836087,-1.7838125052275482,0.2695631175129502,1.3415281297983948,-1.4681666647946392,27
195,0.8230975866317749,0.5229405760765079,-1.731120765209198,0.2266974300146103,0.3930890560150146,-0.2787887752056122,2
196,0.2406163215637207,0.950965166091919,-1.1500454147656758,-0.02750876049200694,1.496159513791402,-1.0977328320344288,3
197,,,,,,,0
198,,,,,,,0
199,1.360840082168579,0.6803001761436462,-2.447478930155436,0.2266974300146103,0.3930890560150146,-0.2787887752056122,3
200,,,,,,,0
201,1.649462103843689,0.5074760317802429,-2.6984639167785645,0.2266974300146103,0.3930890560150146,-0.2787887752056122,1
202,-0.21886667609214783,1.9128187894821167,-1.3638655506074429,0.9008795619010925,1.668049156665802,-2.587101101875305,2
203,,,,,,,0
204,1.9104393124580383,-0.664979413151741,-1.98231041431427,0.2266974300146103,0.3930890560150146,-0.2787887752056122,2
205,1.562152862548828,0.1396151036024093,-2.622554302215576,0.4571349322795868,1.5901391506195068,-2.264021635055542,1
206,,,,,,,0
207,-0.5607077280533147,1.7286646032127841,-0.6933375932276249,-0.17194123173951462,0.914092923514545,-0.461128161128225,29
208,-0.5527490849296252,1.1052075028419495,-0.2688778067628542,-0.41141194601853687,0.36566638946533203,0.30882710715134937,6
209,0.3115328708663582,-0.46253809332847595,-0.4606158775277436,0.2266974300146103,0.3930890560150146,-0.2787887752056122,4
210,0.05125726014375684,2.202678918838501,-2.120288908481598,0.16876038908958446,1.9812626838684082,-1.9182438850402832,2
211,-1.3674498796463013,1.8971269130706787,0.5545160174369812,1.1575884819030762,1.6322492361068726,-2.670780897140503,1
212,0.8040460348129272,1.5757967233657837,-2.4544386863708496,1.1797537803649902,1.011294960975647,-2.303758382797241,1
213,,,,,,,0
214,,,,,,,0
215,-0.7368038296699524,2.45500111579895,-0.997292697429657,0.3523615002632141,2.1626484394073486,-2.400068759918213,1
216,1.9108145236968996,-0.1987068355083465,-2.154987573623657,0.2266974300146103,0.3930890560150146,-0.2787887752056122,1
217,0.5167050361633301,2.059444308280945,-2.2551605701446533,-0.31312111020088196,1.9554985761642456,-1.1978626027703287,2
218,,,,,,,0
219,-1.415450930595398,0.6492943167686462,1.26416277885437,-1.797072172164917,-0.8262656331062317,2.976043701171875,1
220,-0.32259441611416845,2.076216722983833,-1.3850457649677992,-0.09439376872374651,1.607084242985883,-1.2497178794284258,109
221,-0.4481426638861497,1.1245111624399822,-0.4566339651743571,0.1826374133427938,0.9741581281026205,-0.7931844592094421,3
222,0.3375994458794594,0.6419363796710968,-1.0467221848666668,-0.03709021061658859,0.7269111722707748,-0.3158745646476746,10
223,-0.04509927891194819,2.2465756237506866,-1.9031217694282532,0.2266974300146103,0.3930890560150146,-0.2787887752056122,4
224,0.35905005782842647,1.9148615598678589,-2.14829820394516,-0.2135469689965248,1.2087575197219849,-0.6909366697072983,2
225,-1.1688613891601562,2.4524919986724854,-0.4732046723365783,-1.1703786849975586,1.9247134923934937,0.1226764097809791,1
226,-0.820950448513031,2.508896827697754,-1.065636396408081,-1.349940538406372,2.5922839641571045,-0.3625628352165222,1
227,0.27646773494780064,1.4234131975099444,-1.6613455340266228,0.05006862711161376,1.477752298116684,-1.4643611051142216,8
228,-0.26243444478937555,2.177155023529416,-1.560759166876475,0.3838812701758884,1.2503326819056557,-1.4627033117271604,21
229,-0.1577972834678115,1.923601153734568,-1.4968546800114013,0.208565972443368,1.225943637860788,-1.167490845596468,37
230,-0.42687100591138005,2.1825429325302443,-1.4322688827912013,0.21643361914902925,1.5065743774175644,-1.535428502286474,24
231,-0.23217733347645172,2.293408146271339,-1.763859476034458,0.1914450193826969,1.5794256375386164,-1.5722522735595703,13
232,-0.1856692172586918,2.242142374698932,-1.7518543967833886,0.18261916820819563,1.7213283318739672,-1.5831018502895648,13
233,-0.19218709287893546,2.0377885205621387,-1.5665019476477475,0.1892949063081872,1.5422380834339775,-1.5791875297592126,187
234,-0.592098131775856,1.8274196119358141,-0.8071474499172635,-0.23063265118334028,0.719558932714992,-0.27917883627944523,9
235,-0.9718559142202139,1.5768994614481926,-0.03450106084346782,-0.11457972973585123,1.420467834919691,-1.193862241692841,4
236,-0.10106070552553449,1.5913130135408469,-1.3799982922417777,0.17000031684126174,0.6824383522783007,-0.6991783593382154,7
237,-0.4931446611881256,2.264885743459066,-1.32871209581693,0.09252693255742388,1.4256989161173503,-1.3079506556193035,3
238,-0.9526552520692348,1.3256307542324066,0.25875169038772583,-0.10461235418915749,1.7354284226894379,-1.2848003432154655,4
239,0.5413316369056702,1.1827780187129975,-1.816209191083908,0.16900952458381652,0.9084339439868927,-1.1807829856872558,5
240,-1.1461946368217468,0.8187228143215179,0.6651093363761902,0.22087132930755615,1.8731176257133484,-1.881191909313202,2
241,-0.036484733223915114,1.9203305542469025,-1.5369448699057102,0.14433842152357096,0.8309966996312141,-1.0559623539447784,4
242,-0.3253721721037956,1.432492426463536,-0.7776130666690213,0.11123678726809365,1.1691418545586723,-1.0095141657761164,7
243,-0.6911391913890839,1.0240218706429005,0.2044395923614503,-0.8367787346243858,1.0831967830657958,0.35787835717201233,5
244,-0.9499711245298386,2.1708083152770996,-0.49374115467071533,-0.6165325958281755,1.658051148056984,-0.6585131138563156,4
245,-0.9442945619424185,1.215141807993253,0.30339809258778894,-0.7630401775240898,1.212010033428669,0.028557692964871723,6
246,-0.3294692922896449,1.6305293398706808,-0.9083563573928415,-0.05809077641258583,1.200900452076525,-0.9434467310058898,69
247,0.6370811152737588,1.2215724885463715,-1.985008031129837,0.5646134242415428,1.0674349069595337,-1.4670910090208054,4
248,0.14898902177810658,2.0693179965019226,-1.9361279606819153,-0.28499758616089826,2.1185832023620605,-1.5116241872310636,2
249,-0.9151821136474608,-0.9667317271232604,1.8938688039779663,-1.3192288875579834,1.1090160608291626,1.1554187536239624,1
250,-0.5962393780549368,2.5054845809936523,-1.4453248580296834,-0.22331472734610236,1.7448018391927083,-1.2383014659086864,3
251,-0.6369791626930237,0.9272696326176327,0.0625777741273245,0.17045614744226137,1.0076345602671306,-0.8858369787534078,3
252,-0.29173181056976316,0.6912603795528411,-0.11775138974189758,-1.2307014495134354,0.2260702908039093,1.4947267472743988,5
253,0.2001556009054184,2.279064655303955,-2.16149640083313,1.855545997619629,-0.2647119760513305,-2.564206123352051,1
254,-0.6325761675834656,1.7172668259590864,-0.6419780217111111,-1.0071955993771553,1.3584931045770645,0.12713161110878002,4
255,,,,,,,0
256,-0.9438449240600068,1.4962162375450134,-0.10138380527496323,-0.563220371802648,1.5670759280522664,-0.5602205991744994,3
257,-0.23921526968479156,1.881325751543045,-1.3738691359758377,0.10022949613630772,1.4301553964614868,-1.4916736483573914,4
258,-0.5928576985994974,2.2238657077153525,-1.2532339890797932,-1.422954797744751,1.1362573355436325,1.2075933615366619,3
259,-0.7114923882709686,1.7584032322778258,-0.4874022138673206,-0.3380388658667027,1.3219594702471134,-0.6799679135167321,43
260,-0.8673843219876288,1.6121298968791962,-0.044078052043914795,-0.5477951467037201,1.2150093913078308,-0.0678795576095581,2
261,,,,,,,0
262,0.3271642029285431,1.898034930229187,-2.305897951126098,-0.7629162073135376,1.7798612117767334,-0.3061179220676422,1
263,0.6263992786407471,1.8918392658233645,-2.4781196117401123,-1.1788179874420166,1.658812165260315,0.3371094167232513,1
264,1.2698523998260498,1.29336416721344,-2.7162184715271,-1.870530128479004,-0.1719042807817459,2.8874032497406006,1
265,0.45575358904898167,1.8712612986564636,-2.2100088000297546,0.7987512052059174,1.7190045714378357,-2.4248435497283936,2
266,0.2352779060602188,2.0456717014312744,-1.7828528881072998,1.1391401290893557,1.424880027770996,-2.5659737586975098,1
267,-0.29502448439598083,2.250274419784546,-1.6690842509269717,0.7325369864702225,1.7084409594535832,-2.360533595085144,2
268,-1.4940022826194763,0.9208555109798908,1.5381644666194916,-1.4083954095840456,1.1608229875564577,0.9354027658700943,2
269,,,,,,,0
270,,,,,,,0
271,,,,,,,0
272,-0.2900986905472401,1.8512509633333256,-1.1741415581200272,-0.07875564842461011,1.4513712976223383,-1.1671064163629825,39
273,-0.44775844117005664,2.369455019632975,-1.5309204459190369,-0.2827736636002858,1.0189313093821208,-0.287977675596873,3
274,0.5069833397865295,1.9174164533615112,-2.3097734451293945,0.1497237235307693,2.143331289291382,-2.207408905029297,1
275,-0.7912052869796753,2.51196551322937,-1.2137233316898346,-1.0205817520618439,2.334733724594116,-0.8249575234949589,2
276,-0.8340218576292197,2.4837018648783364,-1.0360145767529805,-1.126412237683932,1.3029069900512695,0.8017589350541433,3
277,,,,,,,0
278,,,,,,,0
279,-1.7195965051651,2.102306842803955,0.7608708739280701,-1.7503503561019895,1.6836402416229248,1.276510238647461,1
280,0.21533605456352234,0.869902104139328,-0.9314633309841158,0.01421373523771765,1.915651261806488,-1.8412098288536072,2
281,-0.6006539463996889,1.4150786101818085,-0.11695170402526855,-0.9515386056154967,1.0448016244918108,0.46609318256378174,2
282,,,,,,,0
283,,,,,,,0
284,-1.480030859510104,0.841661254564921,1.3655558029810588,-0.982853576540947,0.16384892662366232,1.2200798839330673,6
285,-0.69689774030789,1.4365572940374984,-0.17577006956409724,-0.16021016301190266,1.0826480092297568,-0.6721946250219815,61
286,-1.3932660818099976,0.31719624251127243,1.6928038001060486,-1.1452344954013824,-0.10032299160957336,1.3936307355761528,2
287,-1.5029953718185425,-0.7061944603919983,2.629573345184326,0.2266974300146103,0.3930890560150146,-0.2787887752056122,1
288,-1.6243640184402466,-0.5890718698501587,2.6961870193481445,-1.2202656269073486,-0.8897185325622559,2.492917537689209,1
289,-1.0423346757888794,2.514801263809204,-0.7612174153327942,-0.428530216217041,2.442189931869507,-1.7295191287994385,1
290,,,,,,,0
291,-0.5248227370902896,1.2907425463199615,-0.45406869053840637,1.18280578404665,0.4261803552508354,-2.0773466005921364,4
292,,,,,,,0
293,-1.2506654262542725,1.711028218269348,0.2571371495723724,-1.127406358718872,-0.4842298924922943,1.8829938173294067,1
294,,,,,,,0
295,,,,,,,0
296,,,,,,,0
297,-1.8087795972824097,0.8714407682418823,2.0494840145111084,0.2914144992828369,0.8987535238265991,-1.4042565822601318,1
298,0.168505353522487,1.3867119336128235,-1.4484140038490296,0.28915848195552823,0.6511222207546234,-0.9763946944475174,25
299,-0.5679185390472412,2.449459791183472,-1.5662106275558472,0.3771668374538421,2.072584629058838,-2.4079461097717285,1
300,,,,,,,0
301,,,,,,,0
302,,,,,,,0
303,0.12977065642674765,1.9601455132166545,-1.879224181175232,0.06072047849496206,1.1146262884140012,-0.8895343293746313,3
304,-1.1681338548660278,2.529210567474365,-0.5390355587005615,-0.9656156301498412,2.5400357246398926,-1.0991398096084597,1
305,,,,,,,0
306,-1.660835862159729,-0.7205424904823303,2.879369735717773,-1.4533543586730957,-0.8150302171707153,2.7105934619903564,1
307,,,,,,,0
308,,,,,,,0
309,-0.3725972771644592,-0.2263587564229965,0.4898535311222076,1.2720353603363037,1.3763444423675537,-2.665106296539306,1
310,-1.6781983375549316,-0.5648906826972961,2.796035051345825,-1.4817930459976196,-0.378186970949173,2.090445280075073,1
311,-0.11793294723611325,2.014193572103977,-1.6204879619181156,-0.44804168120026583,0.6272642705589533,-0.01696874946355823,16
312,,,,,,,0
313,,,,,,,0
314,,,,,,,0
315,-0.7322784066200256,2.521754026412964,-1.198844075202942,2.013692855834961,-0.8219705820083618,-2.353539228439331,1
316,0.2421205937862396,2.1841671466827397,-2.2496140003204346,0.3151271343231201,2.041959047317505,-2.213895082473755,1
317,-1.7594313621520996,-0.7242655754089355,2.875535726547241,-0.661712110042572,-0.6233702301979065,1.2716673612594604,1
318,,,,,,,0
319,-1.5162948369979858,0.8169439435005188,1.741644263267517,1.941925048828125,-0.1660991460084915,-2.7264678478240967,1
320,,,,,,,0
321,0.1444222778081894,2.098528385162353,-1.9825563430786133,0.4612928926944732,2.018178701400757,-2.322661638259888,1
322,0.4786512653032939,1.9145493507385254,-2.2492748896280923,-0.4117441549897194,1.6886609196662903,-1.1828973690668743,3
323,-0.46423181891441345,1.9666997194290161,-0.9879705533385277,0.13746523857116688,1.9434242248535156,-1.7829211354255676,2
324,-0.5021261080930178,0.9177596184679053,-0.13519299843094565,0.09373778409578583,1.0887531360441989,-1.1067976721308448,22
325,-0.8200608864426613,1.1484219431877136,0.1341293901205063,-0.8295675441622734,0.6049428284168243,0.6008480489253998,4
326,-1.3495723605155945,-0.750124529004097,2.4732841253280644,-1.6829369068145752,-0.8505750894546509,2.969054698944092,2
327,1.282036006450653,0.6796057373285294,-2.4838106632232666,1.0665571689605713,0.40760576725006126,-2.067616581916809,2
328,0.0504998117685318,2.204047203063965,-1.7217761278152466,-0.411311000585556,2.255065441131592,-1.2272582054138184,1
329,1.453623503446579,0.8150685653090477,-2.657829523086548,-0.6533437669277191,2.106489837169647,-1.1033602356910706,2
330,,,,,,,0
331,-1.7227332592010498,-0.6811102032661438,2.934936761856079,-0.6464648246765137,0.475574642419815,0.6708589792251587,1
332,,,,,,,0
333,-0.9615741968154906,1.3783298134803772,0.1895042061805725,-0.04164840281009674,2.0975124835968018,-1.732057511806488,2
334,,,,,,,0
335,-0.47166574001312256,1.246420624665916,-0.2721295952796936,0.4061687998473644,1.621494710445404,-1.7931322380900383,4
336,-0.1310602128505707,2.2108112970987954,-1.727343757947286,0.1122114509344101,1.2116745909055073,-1.284111926952998,3
337,-0.3793177501513408,1.4140676964934056,-0.664372809840223,-0.28181449266580433,0.8101278987641518,-0.3374221966816829,26
338,-1.3952571153640747,2.07895827293396,0.109432116150856,-0.9403533339500428,1.121870994567871,0.5539809465408325,1
339,-0.39973684897025424,1.7034461100896199,-0.805592934290568,0.22711745897928873,0.7962528467178345,-0.8665444056193033,3
340,0.6282349228858948,1.5491474866867063,-2.224164724349976,1.8386801481246948,-1.075648307800293,-1.867921471595764,1
341,-0.7026672437787056,1.8685109615325928,-0.4735741615295409,0.3847893103957176,0.7043786644935608,-0.991959437727928,2
342,-0.1683374196290969,2.033442497253418,-1.436329960823059,-1.3645716905593872,-0.0750953555107116,2.1103885173797607,1
343,0.17571252584457397,-0.49147599190473557,0.06825995445251465,-0.7658414542675018,1.0067439912818372,0.18650615215301491,2
344,,,,,,,0
345,-1.6429216861724854,1.129738211631775,1.7162590026855469,-1.7241333723068235,0.8754768371582031,2.0942153930664062,1
346,0.27558882534503937,1.964969555536906,-1.9753671487172448,-0.08135889967282613,1.9515037933985393,-1.601977934439977,3
347,-1.6518017053604126,0.1272991597652435,2.446895122528076,-0.5918448567390442,2.3408772945404053,-1.3398747444152832,1
348,-1.2426066398620603,1.0183651447296145,0.9441354274749756,-0.2974500358104706,2.5345373153686523,-1.858887314796448,1
349,-0.2216254919767379,2.367954730987549,-1.779504895210266,0.8995787501335144,1.555416226387024,-2.5293936729431152,1
350,-0.4817488328243295,1.2424439027905465,-0.3456325687468052,-0.39681445754443606,1.0622971458981434,-0.374997083346049,60
351,-0.3215274810791015,1.9624651670455933,-1.215988278388977,-1.418837070465088,1.245172381401062,1.4776642322540283,1
352,1.0384674072265625,1.2002177238464355,-2.2817933559417725,0.0333150774240493,2.275416612625122,-2.340381145477295,1
353,-0.0616005323827266,2.385411024093628,-1.992385506629944,-1.869880199432373,0.4899991750717163,2.45134711265564,1
354,0.1702571213245391,2.083094835281372,-1.845612406730652,-0.2319538593292236,1.923200249671936,-1.5447182655334473,1
355,,,,,,,0
356,,,,,,,0
357,,,,,,,0
358,-1.2340601682662964,1.8354679346084595,0.2262595295906067,-1.3878695368766785,1.1441767662763596,0.8626723289489746,2
359,0.6785421371459961,1.9180365800857544,-2.411113977432251,-1.0333175659179688,1.208393096923828,0.3631844222545624,1
